ID_PERGUNTA;PERGUNTA;ID_QUESTIONARIO;QUESTIONARIO;CL_PERGUNTA;Tipo_Pergunta;EIXO_SINAES;DIM_SINAES;Ordem
2044;A política de Gestão de Resíduos do Complexo do Hospital de Clínicas é efetiva e contempla treinamentos e cursos para os profissionais, referentes ao descarte correto de resíduos.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);7
2045;"No Complexo do Hospital de Clínicas, é incentivado o uso consciente de água, energia elétrica e suprimentos (materiais de expediente, hospitalares, laboratoriais, de imagem, limpeza e higienização, proteção e segurança etc.).	";649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);8
2046;A gestão do Complexo do Hospital de Clínicas está aberta às sugestões de cursos e treinamentos por parte dos profissionais, quando da elaboração do Plano de Desenvolvimento de Competências (PDC).;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);9
2047;As políticas de movimentação interna no Complexo do Hospital de Clínicas são amplamente divulgadas nos meios de comunicação internos.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);10
2048;São visíveis no Complexo do Hospital de Clínicas a promoção da valorização profissional e a melhora do clima organizacional por meio de estratégias de acolhimento, práticas integrativas e ações de cuidado e promoção da saúde.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);11
2049;O Complexo do Hospital de Clínicas oferece condições adequadas para a articulação entre teoria e prática no processo formativo de estudantes de graduação e pós-graduação.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);12
2050;É visível a implantação de ações inovadoras de gestão pública no Complexo do Hospital de Clínicas, bem como a capacidade institucional em gestão hospitalar.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);13
2051;Há investimento em novas tecnologias de informação, a exemplo da implantação do AGHU - Aplicativo de Gestão para Hospitais Universitários, do Aplicativo da Lista de Espera Cirúrgica (LEC) e do Sistema Regula +.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);14
2052;Os investimentos no parque tecnológico, a exemplo dos exames por imagem, novos monitores para painéis e novos computadores, promovem o desenvolvimento institucional.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);15
2053;A política de gestão da qualidade e segurança do paciente no Complexo do Hospital de Clínicas está consolidada e percebe-se a adesão, de modo geral, dos profissionais aos protocolos (identificação do paciente, uso seguro de medicamentos, prevenção de quedas, prevenção de lesões por pressão, cirurgia segura e higienização de mãos).;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);16
2054;É perceptível a adesão, de modo geral, dos profissionais do Complexo do Hospital de Clínicas às medidas de prevenção e controle de infecções relacionadas à assistência e à saúde.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);17
2055;O Programa Ebserh de Gestão da Qualidade está consolidado no Complexo do Hospital de Clínicas e promove e incentiva a cultura de melhoria contínua dos serviços prestados nas áreas gerenciais, de ensino e extensão, assistência à saúde, pesquisa e inovação, e de suporte.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);18
2057;Os processos de compras e contratações no Complexo do Hospital de Clínicas estão em constante aprimoramento, com foco no abastecimento sustentável.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);19
